Date,VXX_Open,VXX_High,VXX_Low,VXX_Close,VXX_Volume,VXX_ATRPercentOfClose20,VXX_SQN25,VXX_SQN50,VXX_SQN100,VXX_SQN200,VXX_MACD,VXX_MACD_Avg,VXX_MACD_Diff,VXX_LinReg10,VXX_LinReg30,VXX_LinReg90,VXX_LinReg270
1/3/2017, 97.92, 98.65, 94.56, 94.8, 39114761, 0, 0, 0, 0, 0, 0, 0, 0, 94.8, 94.8, 94.8, 94.8
1/4/2017, 93.68, 93.72, 88.84, 89.92, 35627800, 0, 0, 0, 0, 0, -0.389287749287746, -0.0778575498575492, -0.311430199430197, 89.92, 89.92, 89.92, 89.92
1/5/2017, 90.6, 92.32, 89.44, 89.6, 28704628, 0, 0, 0, 0, 0, -0.715376011558348, -0.205361242197709, -0.510014769360639, 88.84, 88.84, 88.84, 88.84
1/6/2017, 88.64, 89.4, 86.52, 88.52, 39994617, 0, 0, 0, 0, 0, -1.04885968129675, -0.374060930017517, -0.674798751279231, 87.836, 87.836, 87.836, 87.836
1/9/2017, 88.8, 89.64, 86.8, 88.16, 29282991, 0, 0, 0, 0, 0, -1.32690119255849, -0.564628982525712, -0.762272210032783, 87.264, 87.264, 87.264, 87.264
1/10/2017, 87.2, 88.84, 86.52, 87.6, 28574945, 0, 0, 0, 0, 0, -1.57429096699369, -0.766561379419307, -0.807729587574379, 86.7409523809524, 86.7409523809524, 86.7409523809524, 86.7409523809524
1/11/2017, 87.64, 89.36, 85.4, 85.76, 41641683, 0, 0, 0, 0, 0, -1.89695485332331, -0.992640074200107, -0.904314779123201, 85.6371428571428, 85.6371428571428, 85.6371428571428, 85.6371428571428
1/12/2017, 86.36, 90.04, 85.52, 85.6, 52942752, 0, 0, 0, 0, 0, -2.14090000810211, -1.22229206098051, -0.9186079471216, 84.93, 84.93, 84.93, 84.93
1/13/2017, 85.2, 86.8, 84.64, 85.8, 35721954, 0, 0, 0, 0, 0, -2.29167299252308, -1.43616824728902, -0.855504745234054, 84.5804444444445, 84.5804444444445, 84.5804444444445, 84.5804444444445
1/17/2017, 87, 87.28, 85.16, 85.56, 35706836, 0, 0, 0, 0, 0, -2.40282934222583, -1.62950046627638, -0.773328875949446, 84.2909090909091, 84.2909090909091, 84.2909090909091, 84.2909090909091
1/18/2017, 84.92, 85.64, 83.92, 85.24, 39470926, 0, 0, 0, 0, 0, -2.48806204535791, -1.80121278209269, -0.686849263265219, 84.6254545454545, 84.0109090909091, 84.0109090909091, 84.0109090909091
1/19/2017, 84.64, 86.92, 84.4, 86.16, 36615824, 0, 0, 0, 0, 0, -2.45309550740889, -1.93158932715593, -0.521506180252961, 84.8232727272727, 84.1005128205128, 84.1005128205128, 84.1005128205128
1/20/2017, 85.2, 85.52, 82.72, 82.84, 56197602, 0, 0, 0, 0, 0, -2.66258787217919, -2.07778903616058, -0.584798836018608, 84.0152727272727, 83.276043956044, 83.276043956044, 83.276043956044
1/23/2017, 82.84, 84.4, 82, 82, 39760792, 0, 0, 0, 0, 0, -2.86338573207412, -2.23490837534329, -0.628477356730833, 83.0698181818182, 82.4434285714286, 82.4434285714286, 82.4434285714286
1/24/2017, 81.04, 81.16, 77.8, 78.24, 41002837, 0, 0, 0, 0, 0, -3.28801783618469, -2.44553026751157, -0.842487568673123, 81.1090909090909, 80.8996666666667, 80.8996666666667, 80.8996666666667
1/25/2017, 77, 77.4, 76, 76.36, 39183884, 0, 0, 0, 0, 0, -3.73320802788174, -2.7030658195856, -1.03014220829614, 78.9279999999999, 79.259705882353, 79.259705882353, 79.259705882353
1/26/2017, 76.6, 77.6, 75.88, 76.68, 34004684, 0, 0, 0, 0, 0, -4.01393301536085, -2.96523925874065, -1.04869375662019, 77.1025454545454, 78.0235294117647, 78.0235294117647, 78.0235294117647
1/27/2017, 76.44, 77.16, 75.56, 75.88, 27965347, 0, 0, 0, 0, 0, -4.25194908229905, -3.22258122345233, -1.02936785884672, 75.4639999999999, 76.8687719298246, 76.8687719298246, 76.8687719298246
1/30/2017, 77.4, 81.28, 77.4, 78, 66029293, 0, 0, 0, 0, 0, -4.22085683750933, -3.42223634626373, -0.798620491245598, 75.1279999999999, 76.3465263157895, 76.3465263157895, 76.3465263157895
1/31/2017, 78.68, 80.12, 77.56, 77.68, 50772828, 0, 0, 0, 0, 0, -4.17392294956856, -3.5725736669247, -0.601349282643865, 75.058909090909, 75.8697142857143, 75.8697142857143, 75.8697142857143
2/1/2017, 76.12, 77.32, 75.4, 76.4, 41837759, 0, 0, 0, 0, 0, -4.1916935735515, -3.69639764825006, -0.495295925301444, 74.9134545454545, 75.2581818181819, 75.2581818181819, 75.2581818181819
2/2/2017, 76.96, 77.64, 76.16, 76.8, 32993425, 3.8644091796875, 0, 0, 0, 0, -4.12593900745779, -3.78230592009161, -0.343633087366182, 75.5723636363636, 74.8230830039526, 74.8230830039526, 74.8230830039526
2/3/2017, 75.36, 75.84, 74.48, 75.28, 33420650, 3.89940613376727, 0, 0, 0, 0, -4.14865621057572, -3.85557597818843, -0.293080232387293, 75.5527272727272, 74.2182608695652, 74.2182608695652, 74.2182608695652
2/6/2017, 76.12, 76.36, 74.88, 75.2, 33742801, 3.8067809715758, 0, 0, 0, 0, -4.12555822201483, -3.90957242695371, -0.215985795061121, 75.7498181818181, 73.6992, 73.6992, 73.6992
2/7/2017, 75.16, 76, 74.95, 75.92, 29142322, 3.65129653068197, 0, 0, 0, 0, -4.00301070138147, -3.92826008183926, -0.0747506195422072, 75.8145454545454, 73.3715692307692, 73.3715692307692, 73.3715692307692
2/8/2017, 76.2, 77.08, 75.04, 75.52, 41253708, 3.62216778308933, -2.57398319637699, 0, 0, 0, -3.89328816297778, -3.92126569806697, 0.0279775350891844, 75.4916363636364, 73.0406837606838, 73.0406837606838, 73.0406837606838
2/9/2017, 75.28, 75.32, 73.28, 74.08, 37332810, 3.65913614241308, -2.51315759551885, 0, 0, 0, -3.87782704983555, -3.91257796842068, 0.0347509185851371, 74.7810909090909, 72.5608465608466, 72.5608465608466, 72.5608465608466
2/10/2017, 73.2, 73.36, 72.32, 72.84, 44949577, 3.65616920865545, -2.67337306024743, 0, 0, 0, -3.92043925976871, -3.91415022669029, -0.00628903307842421, 73.624, 71.9817733990148, 71.9817733990148, 71.9817733990148
2/13/2017, 71.56, 71.76, 70.24, 70.56, 45711822, 3.76983555698044, -2.80614644786915, 0, 0, 0, -4.09102786573037, -3.94952575449831, -0.141502111232063, 72.2690909090909, 71.1817931034483, 71.1817931034483, 71.1817931034483
2/14/2017, 70.44, 70.56, 67.44, 67.52, 53046211, 3.9736317691871, -3.04603621146589, 0, 0, 0, -4.42056562976609, -4.04373372955186, -0.376831900214226, 70.2058181818182, 70.0962580645161, 70.0962580645161, 70.0962580645161
2/15/2017, 67.48, 69.84, 67.04, 69.64, 60845895, 3.86106599946492, -2.35243085579025, 0, 0, 0, -4.4592568622184, -4.12683835608517, -0.332418506133227, 69.1730909090909, 69.6360430107527, 69.3997580645162, 69.3997580645162
2/16/2017, 69.64, 73.6, 69.5, 70, 78214308, 3.94200577703715, -2.07426929201969, 0, 0, 0, -4.41003481514009, -4.18347764789615, -0.226557167243939, 68.7134545454545, 69.0584946236559, 68.8297727272727, 68.8297727272727
2/17/2017, 71.72, 72.2, 69.88, 70.16, 48804719, 3.90170159881657, -2.02328419040939, 0, 0, 0, -4.30845019346744, -4.20847215701041, -0.099978036457026, 68.376, 68.6084301075269, 68.3464527629234, 68.3464527629234
2/21/2017, 69.2, 71.32, 68.96, 71.04, 41164676, 3.82680482776354, -1.88531675547988, 0, 0, 0, -4.10956252471003, -4.18869023055033, 0.079127705840305, 68.6058181818182, 68.3234408602151, 68.0196974789916, 68.0196974789916
2/22/2017, 71.6, 72.64, 70.44, 71.36, 43505507, 3.77331003666067, -1.79907386002641, 0, 0, 0, -3.88137916571537, -4.12722801758334, 0.245848851867969, 69.3170909090909, 68.1678279569892, 67.7685714285715, 67.7685714285715
2/23/2017, 71.48, 74.32, 71.28, 73.12, 57243052, 3.70623952414251, -1.43816084170291, 0, 0, 0, -3.5179719281473, -4.00537679969613, 0.48740487154883, 70.8050909090909, 68.3065806451613, 67.7372372372373, 67.7372372372373
2/24/2017, 75.88, 76.24, 72.08, 72.36, 53953011, 3.84535962278932, -1.66664701824318, 0, 0, 0, -3.25378709041566, -3.85505885784004, 0.601271767424382, 71.8734545454546, 68.3196559139785, 67.6378947368421, 67.6378947368421
2/27/2017, 72.32, 72.96, 70.36, 71.92, 39214867, 3.85619731910155, -1.4210244894249, 0, 0, 0, -3.04482418802857, -3.69301192387775, 0.648187735849175, 72.6356363636364, 68.352688172043, 67.5104453441296, 67.5104453441296
2/28/2017, 72.32, 74.2, 71.84, 73.68, 45150289, 3.73603183537316, -1.01565148211573, 0, 0, 0, -2.706009102819, -3.495611359666, 0.789602256847, 73.6, 68.710623655914, 67.5749743589744, 67.5749743589744
3/1/2017, 70.48, 72.28, 70.04, 72.2, 51436702, 3.8740621100939, -0.823110962103924, 0, 0, 0, -2.52778065597025, -3.30204521892685, 0.774264562956599, 73.2749090909091, 68.9429677419355, 67.4981463414635, 67.4981463414635
3/2/2017, 72.2, 73, 70.76, 72.24, 45817874, 3.83335991322454, -0.572061945298251, 0, 0, 0, -2.35614548358483, -3.11286527185844, 0.756719788273617, 73.1323636363636, 69.245247311828, 67.4377700348432, 67.4377700348432
3/3/2017, 71.32, 71.36, 69.76, 70.16, 35499141, 3.92639430052414, -0.904622342625238, 0, 0, 0, -2.36074874757247, -2.96244196700125, 0.601693219428776, 72.2014545454546, 69.4288172043011, 67.1970764119602, 67.1970764119602
3/6/2017, 70, 70.32, 68.56, 68.84, 32078938, 3.92943104181486, -0.98405517018062, 0, 0, 0, -2.44275131910044, -2.85850383742109, 0.415752518320648, 70.8378181818182, 69.3267956989248, 66.8625369978859, 66.8625369978859
3/7/2017, 68.88, 69.64, 67.68, 68.84, 40674734, 3.87531858327438, -1.36104511593538, 0, 0, 0, -2.47916072620525, -2.78263521517792, 0.303474488972669, 69.7221818181818, 69.2590967741935, 66.559393939394, 66.559393939394
3/8/2017, 68.16, 69.6, 67.48, 69.24, 40735198, 3.81337499579691, -1.24067920564714, 0, 0, 0, -2.44752523916539, -2.71561321997541, 0.268087980810026, 68.9287272727272, 69.0763870967742, 66.3189178743962, 66.3189178743962
3/9/2017, 68.96, 70.2, 68.12, 69.04, 38369985, 3.78383807174868, -1.09884802218155, 0, 0, 0, -2.41080199160803, -2.65465097430194, 0.24384898269391, 68.5338181818182, 68.8010322580645, 66.0845513413507, 66.0845513413507
3/10/2017, 68.32, 69.32, 67.92, 68.04, 34513532, 3.75035819297255, -1.32072725469238, 0, 0, 0, -2.43432876925844, -2.61058653329324, 0.176257764034794, 67.864, 68.4673548387096, 65.7896808510639, 65.7896808510639
3/13/2017, 67.72, 68.12, 66.52, 66.68, 26058333, 3.75548369642111, -1.32244371427485, 0, 0, 0, -2.53350981990468, -2.59517119061553, 0.061661370710846, 66.872, 67.9635268817205, 65.4106802721089, 65.4106802721089
3/14/2017, 66.84, 68.36, 66.36, 67.84, 44383510, 3.65411070509274, -1.08257228443603, 0, 0, 0, -2.48980825195055, -2.57409860288253, 0.084290350931981, 66.9185454545454, 67.8075698924731, 65.1545795918368, 65.1545795918368
3/15/2017, 67.04, 67.28, 64.76, 65.36, 50651641, 3.83874122891397, -1.51787036465405, 0, 0, 0, -2.6250300063802, -2.58428488358206, -0.0407451227981359, 66.130909090909, 67.3811612903225, 64.727905882353, 64.727905882353
3/16/2017, 64.92, 65.12, 63.88, 64, 48045998, 3.83992375602697, -1.66123937343495, -2.94813024501823, 0, 0, -2.80954813299739, -2.62933753346513, -0.180210599532262, 65.2545454545454, 66.7763440860215, 64.2306184012067, 64.2306184012067
3/17/2017, 63.56, 63.68, 62.28, 63.24, 44083859, 3.82775718479507, -1.59809742539687, -2.80914209044686, 0, 0, -2.98272275489977, -2.70001457775206, -0.282708177147711, 64.1490909090909, 66.1817634408602, 63.713526850508, 63.713526850508
3/20/2017, 63.16, 63.36, 62.4, 63.24, 37235903, 3.71227065382856, -1.43011672943086, -2.77667519549538, 0, 0, -3.08440973496687, -2.77689360919502, -0.307516125771849, 63.1570909090909, 65.5733333333334, 63.2340461215934, 63.2340461215934
3/21/2017, 62.08, 66.32, 61.62, 65.6, 111119703, 3.75801518812061, -0.675216795834113, -2.23743253745916, 0, 0, -2.94066694459249, -2.80964827627452, -0.131018668317978, 63.2858181818181, 65.336688172043, 62.959164983165, 62.959164983165
3/22/2017, 66.32, 67.28, 65, 65.96, 63241952, 3.72346128750268, -0.209034203165055, -2.15594742885337, 0, 0, -2.76581812655454, -2.80088224633052, 0.035064119775984, 63.7956363636363, 65.2556559139785, 62.7309350649351, 62.7309350649351
3/23/2017, 66.6, 68.64, 65.12, 68.32, 75131832, 3.67270976577126, -0.158446629945937, -1.74797779541354, 0, 0, -2.40904690870082, -2.72251517880458, 0.313468270103763, 65.2596363636363, 65.5116559139785, 62.6847368421053, 62.6847368421053
3/24/2017, 67.2, 70, 65.8, 67.08, 87155283, 3.86663021224833, -0.402539114000515, -1.73100340830476, 0, 0, -2.20098915216356, -2.61820997347637, 0.417220821312816, 66.1345454545453, 65.5607741935485, 62.5603387779795, 62.5603387779795
3/27/2017, 69.64, 70.08, 65.08, 65.76, 78648563, 4.12720311596316, -0.624346872866368, -1.85136690764152, 0, 0, -2.1181975861909, -2.51820749601928, 0.400009909828378, 66.333818181818, 65.4049032258065, 62.3582232612508, 62.3582232612508
3/28/2017, 65.04, 65.08, 61.96, 62.16, 64286927, 4.45358161294161, -1.18290107977966, -2.13828573980522, 0, 0, -2.31637288252354, -2.47784057332013, 0.161467690796594, 65.5716363636362, 64.685935483871, 61.9334237288136, 61.9334237288136
3/29/2017, 61.84, 62.36, 61.2, 61.8, 41461300, 4.34939969914932, -1.28385378513309, -2.1594935360813, 0, 0, -2.4739589650346, -2.47706425166303, 0.00310528662842735, 64.4989090909089, 63.7728172043011, 61.5129617486339, 61.5129617486339
3/30/2017, 61.92, 62.76, 61.6, 62.08, 37597974, 4.20672126831599, -1.5275110100068, -2.09713914661636, 0, 0, -2.54689439759984, -2.49103028085039, -0.0558641167494542, 63.4450909090907, 63.0734623655914, 61.1374722369117, 61.1374722369117
3/31/2017, 62.16, 63.32, 61.72, 63.16, 40053592, 4.05471174034521, -1.22918026178215, -2.03903894570163, 0, 0, -2.48885925903872, -2.49059607648806, 0.00173681744933596, 62.7170909090907, 62.5839139784946, 60.8541321044547, 60.8541321044547
4/3/2017, 63.24, 65.84, 62.92, 63.4, 63606605, 4.06767845180116, -1.13189741835741, -1.79237699120217, 0, 0, -2.39588176576105, -2.47165321434265, 0.075771448581607, 62.0763636363634, 62.1796129032258, 60.604384920635, 60.604384920635
4/4/2017, 64.36, 64.64, 62.4, 62.72, 41762253, 4.08476200816301, -1.52373905203123, -1.79619736237376, 0, 0, -2.34997766970862, -2.44731810541585, 0.0973404357072258, 61.6639999999998, 61.791311827957, 60.3297115384616, 60.3297115384616
4/5/2017, 62, 65, 61.32, 64.68, 69046315, 4.0474097015211, -0.969782228626357, -1.27147324736047, 0, 0, -2.13087927343155, -2.38403033901899, 0.253151065587441, 62.157818181818, 61.7267096774194, 60.1905454545455, 60.1905454545455
4/6/2017, 64.08, 64.52, 62.24, 63.56, 56203049, 4.10473783070587, -1.12969305336691, -1.23113015753495, 0, 0, -2.02428219061126, -2.31208070933744, 0.287798518726182, 62.8065454545452, 61.6804301075269, 59.9952962460426, 59.9952962460426
4/7/2017, 64.48, 66.08, 63.8, 65.8, 68119922, 3.95824133273073, -0.516929075290918, -0.976003558011079, 0, 0, -1.73900775602998, -2.19746611867595, 0.458458362645972, 64.2407272727271, 61.9293763440861, 59.9437928007024, 59.9437928007024
4/10/2017, 66.08, 68.32, 65.28, 68.28, 67230920, 3.84636300101051, -0.0111376895272075, -0.623378258733973, 0, 0, -1.29784963485058, -2.01754282191088, 0.719693187060297, 66.3374545454543, 62.5059784946237, 60.0404603580563, 60.0404603580563
4/11/2017, 69.96, 72.1, 69.48, 71.36, 93226657, 3.76398798239277, 0.349997675329255, -0.495456207685701, 0, 0, -0.691724615295769, -1.75237918058785, 1.06065456529209, 68.6407272727271, 63.6141935483871, 60.3097805383023, 60.3097805383023
4/12/2017, 71.4, 72.46, 70.4, 71.68, 78748681, 3.70351943781209, 0.339499147443335, -0.439845330773602, 0, 0, -0.183430373589914, -1.43858941918827, 1.25515904559835, 70.4807272727271, 64.679311827957, 60.5863822937626, 60.5863822937626
4/13/2017, 71.92, 73.6, 70.48, 73.04, 76358852, 3.66641374092623, 0.510035620586415, -0.210752933871112, 0, 0, 0.325386258784647, -1.08579428359368, 1.41118054237833, 72.3076363636361, 65.9230107526882, 60.927089201878, 60.927089201878
4/17/2017, 71.84, 71.96, 69.44, 69.44, 54040803, 3.92288474446125, 0.218556001240897, -0.536313284906473, 0, 0, 0.433144175787106, -0.782006591717526, 1.21515076750463, 72.5090909090907, 66.5661075268818, 61.0579756468798, 61.0579756468798
4/18/2017, 70.32, 71.56, 68.76, 68.84, 72738729, 3.96259240009616, 0.305523746785281, -0.470337950921283, 0, 0, 0.464770530409695, -0.532651167292082, 0.997421697701776, 72.2087272727271, 67.0497204301076, 61.1527286190301, 61.1527286190301
4/19/2017, 67.8, 71.04, 67.32, 70.44, 56697202, 3.94300990604045, 0.347111397316209, -0.316697907693514, 0, 0, 0.61188781075036, -0.303743371683593, 0.915631182433954, 72.0283636363635, 67.7363440860216, 61.3299891891893, 61.3299891891893
4/20/2017, 69.48, 70.6, 68.04, 68.64, 65064064, 4.03057017617154, 0.43774071233938, -0.526569148911074, 0, 0, 0.576587813173958, -0.127677134712083, 0.704264947886041, 71.1970909090907, 68.2109247311829, 61.4070736842106, 61.4070736842106
4/21/2017, 69.12, 70.44, 68.72, 68.8, 65952466, 3.9509508727877, 0.623222232262606, -0.480554723268786, 0, 0, 0.55512385138988, 0.00888306250830957, 0.54624078888157, 69.9810909090908, 68.6963440860216, 61.4909090909091, 61.4909090909091
4/24/2017, 63.32, 64.24, 61.32, 61.48, 73211792, 4.80862311394606, -0.0811749676252032, -0.857212982797838, 0, 0, -0.0519504645536557, -0.00328364290408348, -0.0486668216495722, 66.3985454545453, 68.1878709677421, 61.1999600399601, 61.1999600399601
4/25/2017, 60.6, 60.96, 59.92, 60.12, 35623671, 4.80127148358506, -0.211079663344715, -0.882870670204733, 0, 0, -0.635476490269483, -0.129722212377163, -0.505754277892319, 63.077818181818, 67.4584946236561, 60.8553197013957, 60.8553197013957
4/26/2017, 60.28, 61.64, 59.96, 60.6, 51564240, 4.6636933913115, -0.394244211834158, -0.687513369740711, 0, 0, -1.0471225048301, -0.313202270867751, -0.733920233962349, 60.9839999999998, 66.909677419355, 60.551417721519, 60.551417721519
4/27/2017, 60.04, 60.8, 59.88, 60.04, 40361595, 4.54844817684549, -0.483702665691702, -0.523808320776181, 0, 0, -1.40237653327696, -0.531037123349593, -0.871339409927371, 59.3476363636362, 66.1711827956991, 60.234962962963, 60.234962962963
4/28/2017, 60.16, 60.84, 60, 60.04, 44776785, 4.39097913242693, -0.721448458499492, -0.701115135899511, 0, 0, -1.66472796259256, -0.757775291198188, -0.906952671394377, 58.6181818181816, 65.3763440860216, 59.9337910267992, 59.9337910267992
5/1/2017, 59.44, 59.56, 57.24, 57.8, 44811568, 4.57530567050809, -0.827099240448107, -0.914976326423165, 0, 0, -2.0299921540781, -1.01221866377417, -1.01777349030393, 57.1039999999998, 64.2721720430109, 59.5397825448134, 59.5397825448134
5/2/2017, 57.72, 58.48, 57.56, 57.84, 35814864, 4.42306421797371, -0.704528253469745, -0.923615804885714, 0, 0, -2.28984310576531, -1.2677435521724, -1.02209955359291, 56.1185454545452, 63.2081720430109, 59.1658175559381, 59.1658175559381
5/3/2017, 58.56, 59.4, 58.08, 59.12, 48045531, 4.24287098527096, -0.240596582609138, -0.86804060391769, 0, 0, -2.36522669348873, -1.48724018043566, -0.877986513053065, 56.4952727272725, 62.4987526881722, 58.8688515406163, 58.8688515406163
5/4/2017, 58.16, 59.6, 57.4, 57.48, 58710691, 4.3371017052324, -0.376319067356273, -1.03045803744319, 0, 0, -2.52815996941461, -1.69542413823145, -0.832735831183156, 56.5629090909089, 61.647053763441, 58.5098549931601, 58.5098549931601
5/5/2017, 57.48, 58.15, 57.16, 57.8, 46329898, 4.18307570442769, -0.369647717655545, -1.14181057603916, 0, 0, -2.60147624007546, -1.87663455860026, -0.724841681475208, 57.381818181818, 61.0480000000002, 58.1816198877305, 58.1816198877305
5/8/2017, 57.04, 57.08, 56.04, 56.36, 45566393, 4.23159487101001, -0.63666048796959, -1.21203180829952, 0, 0, -2.74414310466644, -2.05013626781349, -0.694006836852949, 56.8392727272725, 60.2514408602152, 57.8030407523511, 57.8030407523511
5/9/2017, 55.6, 56.72, 55.44, 56.2, 44112664, 4.14533901394338, -0.679449678862827, -1.19499024588516, 0, 0, -2.83741038484837, -2.20759109122047, -0.629819293627901, 56.248727272727, 59.415741935484, 57.4338610827375, 57.4338610827375
5/10/2017, 56.6, 56.6, 56, 56.4, 34684967, 3.9772987580574, -0.58892830152401, -1.31920850664789, 0, 0, -2.86219346322623, -2.33851156562162, -0.523681897604613, 56.0370909090907, 58.4270967741937, 57.0895280898877, 57.0895280898877
5/11/2017, 57.16, 58.44, 56.24, 56.32, 76112141, 3.97911341364906, -0.816429961101023, -1.22392278449887, 0, 0, -2.85537458203252, -2.4418841689038, -0.413490413128723, 55.9149090909088, 57.4414623655916, 56.7565811965812, 56.7565811965812
5/12/2017, 56.64, 56.86, 56.16, 56.16, 35576768, 3.85324936046794, -0.724830150338193, -1.24242591277306, 0, 0, -2.83025580523366, -2.51955849616977, -0.310697309063888, 55.9403636363634, 56.4895483870969, 56.6565958485959, 56.4310081223125
5/15/2017, 55.72, 55.88, 54.88, 55.16, 42151789, 3.84297606743447, -1.10632427240156, -1.19086304834028, 0, 0, -2.85809430426324, -2.58726565778847, -0.270828646474772, 55.3839999999997, 55.5209462365593, 56.432761904762, 56.0765217391304
5/16/2017, 54.44, 55.16, 54.2, 54.4, 54287968, 3.7900667626048, -1.52397614542084, -1.1658771562225, 0, 0, -2.90796099946575, -2.65140472612392, -0.256556273341826, 54.7170909090906, 54.5235268817206, 56.1940610500611, 55.7046625486159
5/17/2017, 57.88, 64.44, 57.04, 64.4, 171430716, 3.82097283061205, -0.33352485400265, -0.126387894814249, 0, 0, -2.11617039314902, -2.54435785952894, 0.428187466379924, 57.9483636363634, 54.8076559139787, 56.3942661782663, 55.7668980963046
5/18/2017, 63.88, 64.35, 60.96, 62.96, 133611432, 3.98613592402867, -0.448457675782648, -0.232638073435402, 0, 0, -1.58657752047181, -2.35280179171752, 0.76622427124571, 60.0661818181815, 55.0289032258066, 56.5411965811967, 55.7687631578948
5/19/2017, 60.8, 60.84, 57.44, 58.56, 116100590, 4.5426701142077, -0.806211838200429, -0.470880547461928, 0, 0, -1.50457082512104, -2.18315559839822, 0.678584773277184, 60.4290909090906, 54.628301075269, 56.5018119658121, 55.5915979381443
5/22/2017, 56.88, 56.92, 55.56, 55.92, 59820289, 4.78751473164526, -0.790928143203462, -0.576692628623526, 0, 0, -1.63377274955995, -2.07327902863056, 0.43950627907062, 59.5505454545452, 54.0743225806453, 56.327413919414, 55.3150515463918
5/23/2017, 55.52, 56.28, 55.32, 55.84, 50493127, 4.64061483889547, -0.760463283238739, -0.510370476626975, 0, 0, -1.72276260204558, -2.00317574331357, 0.280413141267984, 58.6363636363633, 53.7392688172045, 56.1678241758243, 55.0465306122449
5/24/2017, 55.6, 56.24, 54.08, 54.32, 51286488, 4.73076833530425, -0.977486827611129, -0.671787328380821, 0, 0, -1.8941049354512, -1.98136158174109, 0.0872566462898983, 57.256727272727, 53.4969462365593, 55.9680390720392, 54.7283636363637
5/25/2017, 54.32, 55.28, 54, 54.8, 52012230, 4.57165272217227, -0.832379893970433, -0.510305181099605, 0, 0, -1.96847166463848, -1.97878359832057, 0.0103119336820927, 56.1403636363634, 53.4467956989249, 55.8069645909647, 54.4415683168317
5/26/2017, 55.16, 55.16, 53.8, 53.84, 41627539, 4.54680982013909, -0.916280732304726, -0.498649956808142, -1.70887909849835, 0, -2.08088466711126, -1.99920381207871, -0.0816808550325534, 54.7432727272724, 53.4744086021507, 55.6193504273506, 54.1285730926034
5/30/2017, 54.64, 54.76, 53.4, 53.56, 39868526, 4.46901099104694, -0.539605306387382, -0.474504787265853, -1.57515036883671, 0, -2.16757992925249, -2.03287903551347, -0.134700893739024, 53.1759999999997, 53.350365591398, 55.4629450549452, 53.816798020179
5/31/2017, 53.28, 55.28, 53.12, 53.92, 69327203, 4.417511447449, -0.406487729667033, -0.449688277854724, -1.53981664154608, 0, -2.18208385338875, -2.06271999908852, -0.119363854300224, 51.6683636363634, 53.3344516129034, 55.272380952381, 53.5306870799104
6/1/2017, 53.36, 53.52, 52.68, 52.72, 46872603, 4.40976112261244, -0.546247897274909, -0.67311300989824, -1.57155243775169, 0, -2.2643067699811, -2.10303735326704, -0.161269416714065, 51.7723636363634, 53.3692043010754, 55.0318827838829, 53.21
6/2/2017, 53, 53.22, 52.36, 52.84, 42005166, 4.26113694293947, -0.492589059429009, -0.685177326671056, -1.5500606543336, 0, -2.29334971865055, -2.14109982634374, -0.152249892306812, 52.2669090909088, 53.4135053763443, 54.7345250305251, 52.9057753818509
6/5/2017, 53.12, 53.16, 52, 53.12, 35702590, 4.13592907119118, -0.467599515640576, -0.805808079645121, -1.51055989332593, 0, -2.26763294374884, -2.16640644982476, -0.101226493924075, 52.5301818181815, 53.6059354838712, 54.426236874237, 52.6232763181097
6/6/2017, 53.64, 54.56, 53.28, 54.24, 51767108, 3.98074344853598, -0.197747218045884, -0.657716384701283, -1.3680251055858, 0, -2.13229777317057, -2.15958471449392, 0.0272869413233523, 52.9490909090906, 53.5536344086023, 54.1910427350428, 52.39256490135
6/7/2017, 53.72, 55.16, 53.44, 53.6, 53279843, 3.9873087391075, -0.25589034159897, -0.629292302426266, -1.40053813118993, 0, -2.05302038570133, -2.1382718487354, 0.0852514630340737, 53.2225454545451, 53.3761720430109, 53.9265347985349, 52.1472171253823
