Date,WOOD_Open,WOOD_High,WOOD_Low,WOOD_Close,WOOD_Volume,WOOD_ATRPercentOfClose20,WOOD_SQN25,WOOD_SQN50,WOOD_SQN100,WOOD_SQN200,WOOD_MACD,WOOD_MACD_Avg,WOOD_MACD_Diff,WOOD_LinReg10,WOOD_LinReg30,WOOD_LinReg90,WOOD_LinReg270
1/3/2017, 53.76, 53.82, 53.51, 53.82, 146062, 0, 0, 0, 0, 0, 0, 0, 0, 53.82, 53.82, 53.82, 53.82
1/4/2017, 53.94, 54.4, 53.94, 54.3, 9605, 0, 0, 0, 0, 0, 0.038290598290601, 0.0076581196581202, 0.0306324786324808, 54.3, 54.3, 54.3, 54.3
1/5/2017, 54.42, 54.42, 54.16, 54.26, 23647, 0, 0, 0, 0, 0, 0.064663111500721, 0.0190591180266404, 0.0456039934740807, 54.3466666666667, 54.3466666666667, 54.3466666666667, 54.3466666666667
1/6/2017, 54.36, 54.41, 54.15, 54.26, 25132, 0, 0, 0, 0, 0, 0.0845884353946857, 0.0321649815002494, 0.0524234538944363, 54.352, 54.352, 54.352, 54.352
1/9/2017, 54.07, 54.34, 53.91, 53.91, 36570, 0, 0, 0, 0, 0, 0.0713152454495614, 0.0399950342901118, 0.0313202111594495, 54.138, 54.138, 54.138, 54.138
1/10/2017, 54.1, 54.43, 54.1, 54.24, 9478, 0, 0, 0, 0, 0, 0.0864280995330091, 0.0492816473386913, 0.0371464521943178, 54.1980952380953, 54.1980952380953, 54.1980952380953, 54.1980952380953
1/11/2017, 54.15, 54.62, 54.1, 54.38, 15603, 0, 0, 0, 0, 0, 0.10845181028747, 0.061115679928447, 0.0473361303590227, 54.2967857142857, 54.2967857142857, 54.2967857142857, 54.2967857142857
1/12/2017, 54.66, 54.75, 54.28, 54.58, 27835, 0, 0, 0, 0, 0, 0.140425352214329, 0.0769776143856234, 0.0634477378287059, 54.44, 54.44, 54.44, 54.44
1/13/2017, 54.6, 54.9, 54.6, 54.88, 30199, 0, 0, 0, 0, 0, 0.187807183043468, 0.0991435281171923, 0.0886636549262755, 54.6455555555556, 54.6455555555556, 54.6455555555556, 54.6455555555556
1/17/2017, 54.84, 54.84, 54.26, 54.29, 32043, 0, 0, 0, 0, 0, 0.175723920211105, 0.114459606535975, 0.0612643136751303, 54.5805454545455, 54.5805454545455, 54.5805454545455, 54.5805454545455
1/18/2017, 54.45, 54.45, 54.03, 54.12, 40603, 0, 0, 0, 0, 0, 0.150693171038043, 0.121706319436388, 0.0289868516016543, 54.4267272727273, 54.4777272727273, 54.4777272727273, 54.4777272727273
1/19/2017, 54.38, 54.65, 54.01, 54.17, 7910, 0, 0, 0, 0, 0, 0.133353488112846, 0.12403575317168, 0.00931773494116582, 54.3698181818182, 54.4153846153847, 54.4153846153847, 54.4153846153847
1/20/2017, 54.4, 54.45, 54.18, 54.34, 17343, 0, 0, 0, 0, 0, 0.131809822138827, 0.125590566965109, 0.00621925517371755, 54.3707272727273, 54.4141758241758, 54.4141758241758, 54.4141758241758
1/23/2017, 54.39, 54.73, 54.34, 54.66, 6699, 0, 0, 0, 0, 0, 0.154625356522267, 0.131397524876541, 0.0232278316457262, 54.4778181818182, 54.4948571428572, 54.4948571428572, 54.4948571428572
1/24/2017, 54.75, 55.44, 54.75, 55.4, 12427, 0, 0, 0, 0, 0, 0.229770001905059, 0.151072020282245, 0.0786979816228149, 54.7487272727273, 54.73625, 54.73625, 54.73625
1/25/2017, 55.67, 56.5, 55.67, 56.49, 12072, 0, 0, 0, 0, 0, 0.37297711721174, 0.195453039668144, 0.177524077543596, 55.3809090909091, 55.1759558823529, 55.1759558823529, 55.1759558823529
1/26/2017, 56.24, 56.24, 55.78, 55.98, 7220, 0, 0, 0, 0, 0, 0.44024221191399, 0.244410874117313, 0.195831337796677, 55.7421818181818, 55.4194117647059, 55.4194117647059, 55.4194117647059
1/27/2017, 56.09, 56.09, 55.66, 55.76, 20915, 0, 0, 0, 0, 0, 0.470375921872581, 0.289603883668366, 0.180772038204214, 55.9801818181819, 55.5712865497076, 55.5712865497076, 55.5712865497076
1/30/2017, 55.39, 55.39, 54.71, 54.96, 20835, 0, 0, 0, 0, 0, 0.424806880707692, 0.316644483076232, 0.10816239763146, 55.9374545454546, 55.5387894736842, 55.5387894736842, 55.5387894736842
1/31/2017, 54.79, 54.96, 54.64, 54.74, 9901, 0, 0, 0, 0, 0, 0.366713678875279, 0.326658322236041, 0.0400553566392375, 55.6963636363637, 55.4687142857143, 55.4687142857143, 55.4687142857143
2/1/2017, 55.04, 55.26, 54.76, 55.02, 25497, 0, 0, 0, 0, 0, 0.339356171127655, 0.329197892014364, 0.010158279113291, 55.4934545454546, 55.4576190476191, 55.4576190476191, 55.4576190476191
2/2/2017, 55.08, 55.14, 54.78, 55.12, 10981, 0.929701106676343, 0, 0, 0, 0, 0.322032127494879, 0.327764739110467, -0.00573261161558797, 55.286, 55.4636758893281, 55.4636758893281, 55.4636758893281
2/3/2017, 54.98, 55.08, 54.82, 55.08, 10721, 0.911090572803196, 0, 0, 0, 0, 0.301598393851016, 0.322531470058577, -0.0209330762075606, 55.0469090909091, 55.4609782608696, 55.4609782608696, 55.4609782608696
2/6/2017, 54.94, 54.94, 54.4, 54.8, 10448, 0.932002286724453, 0, 0, 0, 0, 0.259815857305533, 0.309988347507968, -0.050172490202435, 54.7347272727273, 55.4135666666667, 55.4135666666667, 55.4135666666667
2/7/2017, 55.22, 55.23, 55.04, 55.21, 9021, 0.917769227438417, 0, 0, 0, 0, 0.256825939985788, 0.299355866003532, -0.042529926017744, 54.7045454545455, 55.4332307692308, 55.4332307692308, 55.4332307692308
2/8/2017, 55.17, 55.65, 55.07, 55.65, 15855, 0.917098600081424, 0.913474594909684, 0, 0, 0, 0.286656335932022, 0.29681595998923, -0.0101596240572076, 55.0547272727273, 55.5133333333333, 55.5133333333333, 55.5133333333333
2/9/2017, 55.53, 55.77, 55.13, 55.77, 7410, 0.926747538816652, 0.748381392884855, 0, 0, 0, 0.316333639469015, 0.300719495885187, 0.0156141435838278, 55.3901818181819, 55.5993915343916, 55.5993915343916, 55.5993915343916
2/10/2017, 55.83, 55.96, 55.77, 55.91, 32632, 0.895197187047298, 0.837639195035828, 0, 0, 0, 0.347148237516869, 0.310005244211523, 0.0371429933053457, 55.7414545454546, 55.6931773399015, 55.6931773399015, 55.6931773399015
2/13/2017, 56.06, 56.32, 55.81, 56.14, 14172, 0.892375329380544, 0.947915080833676, 0, 0, 0, 0.385682201941634, 0.325140635757546, 0.0605415661840886, 56.0040000000001, 55.8053103448276, 55.8053103448276, 55.8053103448276
2/14/2017, 56.12, 56.35, 55.9, 56.35, 33882, 0.88452623676757, 1.25422336177086, 0, 0, 0, 0.428229527893329, 0.345758414184702, 0.0824711137086268, 56.2307272727273, 55.9305806451613, 55.9305806451613, 55.9305806451613
2/15/2017, 56.28, 56.85, 56.28, 56.85, 22253, 0.883041350391555, 1.31520018223261, 0, 0, 0, 0.496570258734188, 0.375920783094599, 0.120649475639589, 56.5983636363637, 56.0957419354839, 56.1027822580645, 56.1027822580645
2/16/2017, 56.85, 56.85, 56.57, 56.63, 12488, 0.8668701347567, 1.12404535472518, 0, 0, 0, 0.52690478849572, 0.406117584174824, 0.120787204320897, 56.8101818181819, 56.2454408602151, 56.2296022727273, 56.2296022727273
2/17/2017, 56.44, 56.7, 56.34, 56.6, 11002, 0.855765246372939, 1.0094095930062, 0, 0, 0, 0.542273382599546, 0.433348743859768, 0.108924638739778, 56.9212727272728, 56.3736344086022, 56.3389661319073, 56.3389661319073
2/21/2017, 56.99, 57.48, 56.99, 57.41, 29183, 0.878148359126858, 1.18717956601215, 0, 0, 0, 0.612749934873484, 0.469228982062512, 0.143520952810973, 57.1732727272728, 56.5895053763441, 56.5276638655462, 56.5276638655462
2/22/2017, 57.07, 57.27, 56.96, 57.13, 27225, 0.877713503108686, 1.39391154935452, 0, 0, 0, 0.638647519306076, 0.503112689511224, 0.135534829794852, 57.2681818181819, 56.7261935483871, 56.6664285714286, 56.6664285714286
2/23/2017, 57.3, 57.32, 56.8, 56.97, 9541, 0.881807684938903, 1.40452446730397, 0, 0, 0, 0.638896082387959, 0.530269368086571, 0.108626714301387, 57.291090909091, 56.8438064516129, 56.774039039039, 56.774039039039
2/24/2017, 56.63, 56.76, 56.42, 56.45, 6192, 0.894149771840936, 1.08676198814367, 0, 0, 0, 0.590328477026027, 0.542281189874463, 0.0480472871515646, 57.0863636363637, 56.8871612903226, 56.8167567567568, 56.8167567567568
2/27/2017, 56.55, 56.89, 56.55, 56.74, 28657, 0.88387410802608, 1.13481390315715, 0, 0, 0, 0.568683447445864, 0.547561641388743, 0.0211218060571208, 56.9727272727273, 56.9672903225807, 56.884008097166, 56.884008097166
2/28/2017, 56.69, 56.79, 56.4, 56.4, 10717, 0.879316773846273, 0.818311874609938, 0, 0, 0, 0.518121860766882, 0.541673685264371, -0.0235518244974882, 56.7423636363637, 57.0103440860215, 56.9108717948718, 56.9108717948718
3/1/2017, 56.62, 57.65, 56.62, 57.39, 17234, 0.929844794261776, 0.888351095901696, 0, 0, 0, 0.551577918374313, 0.543654531886359, 0.00792338648795421, 56.8818181818182, 57.129870967742, 57.0299024390244, 57.0299024390244
3/2/2017, 57.33, 57.37, 57.13, 57.15, 5490, 0.909809328181087, 0.336598269446587, 0, 0, 0, 0.552358841931429, 0.545395393895373, 0.00696344803605609, 56.9816363636364, 57.1876129032258, 57.115574912892, 57.115574912892
3/3/2017, 57.12, 57.64, 57.12, 57.49, 10800, 0.90443247434809, 0.767421122194696, 0, 0, 0, 0.573798496092344, 0.551076014334767, 0.0227224817575766, 57.1385454545455, 57.2722795698925, 57.2246622369878, 57.2246622369878
3/6/2017, 57.19, 57.19, 56.68, 56.86, 17211, 0.939958350382661, 0.544661823869252, 0, 0, 0, 0.533800521476621, 0.547620915763138, -0.013820394286517, 57.0249090909091, 57.2669247311828, 57.2676215644821, 57.2676215644821
3/7/2017, 56.83, 57, 56.5, 56.53, 13342, 0.94239749182063, 0.833840626540072, 0, 0, 0, 0.470055093826396, 0.53210775137579, -0.062052657549394, 56.9450909090909, 57.2247741935484, 57.277393939394, 57.277393939394
3/8/2017, 56.39, 56.55, 56.21, 56.21, 20472, 0.930618105354727, 0.779373043675454, 0, 0, 0, 0.38922827622207, 0.503531856345046, -0.114303580122976, 56.7467272727273, 57.1792903225807, 57.2580869565218, 57.2580869565218
3/9/2017, 56.43, 56.45, 56, 56.04, 35135, 0.926919013506241, 0.545893574158191, 0, 0, 0, 0.307905518540935, 0.464406588784224, -0.156501070243289, 56.5078181818182, 57.1796774193549, 57.2251248843663, 57.2251248843663
3/10/2017, 56.5, 56.55, 56.23, 56.47, 5053, 0.919024516398889, 0.701300794054092, 0, 0, 0, 0.274984206756109, 0.426522112378601, -0.151537905622492, 56.3641818181818, 57.2035268817205, 57.2292819148936, 57.2292819148936
3/13/2017, 56.67, 57.05, 56.67, 56.98, 19869, 0.916153891172218, 0.955057911458702, 0, 0, 0, 0.286741193742294, 0.39856592865134, -0.111824734909045, 56.4536363636364, 57.2742580645162, 57.273656462585, 57.273656462585
3/14/2017, 56.74, 56.86, 56.58, 56.74, 21326, 0.909276106504112, 0.983079223400601, 0, 0, 0, 0.273539503275707, 0.373560643576213, -0.100021140300506, 56.3790909090909, 57.2533333333333, 57.2952734693877, 57.2952734693877
3/15/2017, 56.85, 57.5, 56.85, 57.46, 8222, 0.919121301233748, 1.09068813198157, 0, 0, 0, 0.317514936633494, 0.362351502187669, -0.0448365655541757, 56.7327272727273, 57.2976129032258, 57.3706823529412, 57.3706823529412
3/16/2017, 57.76, 58.01, 57.76, 57.88, 23881, 0.914341300456921, 1.07606750737868, 1.40631452640652, 0, 0, 0.381854493405172, 0.36625210043117, 0.0156023929740018, 57.1796363636363, 57.3963010752688, 57.4724057315234, 57.4724057315234
3/17/2017, 57.79, 57.82, 57.63, 57.74, 14695, 0.89237912620236, 0.947887650950054, 1.20057575127784, 0, 0, 0.416743268728794, 0.376350334090695, 0.0403929346380996, 57.6063636363637, 57.4654408602151, 57.5563570391872, 57.5563570391872
3/20/2017, 57.64, 58.05, 57.64, 57.96, 38539, 0.879911528805694, 0.981094165517471, 1.28695750113069, 0, 0, 0.4568784258202, 0.392455952436596, 0.0644224733836044, 57.9694545454545, 57.5429247311828, 57.6504192872118, 57.6504192872118
3/21/2017, 58.33, 58.33, 57, 57.07, 48541, 0.965475531787263, 0.423397280909546, 0.947666663390534, 0, 0, 0.412119606722918, 0.39638868329386, 0.0157309234290577, 57.8990909090909, 57.4702365591398, 57.6737845117845, 57.6737845117845
3/22/2017, 57.05, 57.4, 56.9, 57.35, 10082, 0.956315678625007, 0.450842185114981, 1.16302535350974, 0, 0, 0.394691818464672, 0.396049310328022, -0.00135749186335055, 57.832, 57.4457634408602, 57.7149220779221, 57.7149220779221
3/23/2017, 57.34, 57.69, 57.34, 57.46, 9687, 0.937216654380211, 0.286491067081911, 1.09021257316349, 0, 0, 0.385314584718579, 0.393902365206134, -0.00858778048755515, 57.7067272727272, 57.4507741935484, 57.7606203007519, 57.7606203007519
3/24/2017, 57.46, 57.69, 57.21, 57.43, 8906, 0.932610926565428, 0.372185792377077, 1.0329057414044, 0, 0, 0.371183537370861, 0.389358599639079, -0.0181750622682183, 57.5796363636363, 57.4483010752688, 57.8009618874773, 57.8009618874773
3/27/2017, 57.02, 57.02, 56.63, 56.99, 3805, 0.963008479330056, 0.189294279466326, 0.814669286303436, 0, 0, 0.320782477057172, 0.375643375122698, -0.0548608980655259, 57.3501818181817, 57.388623655914, 57.8088018702513, 57.8088018702513
3/28/2017, 57.03, 57.56, 56.95, 57.48, 39280, 0.960121095601408, 0.0507160975918598, 0.865719755324777, 0, 0, 0.31672714516403, 0.363860129130964, -0.047132983966934, 57.2414545454545, 57.3994838709678, 57.8480508474576, 57.8480508474576
3/29/2017, 57.2, 57.43, 57.19, 57.43, 7050, 0.938157279234032, 0.15465778606567, 1.06856622664619, 0, 0, 0.305951860687472, 0.352278475442266, -0.046326614754794, 57.2190909090909, 57.4093548387097, 57.8812950819672, 57.8812950819672
3/30/2017, 57.37, 57.7, 57.37, 57.61, 76694, 0.917105605261065, 0.308222862024107, 1.18767716714816, 0, 0, 0.308382029707985, 0.34349918629541, -0.0351171565874244, 57.3445454545454, 57.4684301075269, 57.9236911686938, 57.9236911686938
3/31/2017, 57.59, 57.78, 57.42, 57.63, 16980, 0.902181697434243, 0.571812010909482, 1.17682219462011, 0, 0, 0.308367124755861, 0.3364727739875, -0.0281056492316388, 57.4636363636363, 57.5104731182796, 57.9645161290323, 57.9645161290323
4/3/2017, 57.63, 57.77, 57.07, 57.62, 28542, 0.917964155883004, 0.432731621782923, 1.11566703254676, 0, 0, 0.304043571021225, 0.329986933394245, -0.02594336237302, 57.6292727272727, 57.5427956989248, 58.0020238095238, 58.0020238095238
4/4/2017, 57.32, 57.75, 57.32, 57.58, 21434, 0.910011113735321, 0.584509047513922, 0.996755218931671, 0, 0, 0.294000404180466, 0.322789627551489, -0.0287892233710236, 57.6216363636363, 57.6174623655915, 58.0346153846154, 58.0346153846154
4/5/2017, 57.73, 57.94, 57.31, 57.31, 17903, 0.923547686833637, -0.0262613875225132, 0.672427443773806, 0, 0, 0.261242932676389, 0.310480288576469, -0.0492373559000803, 57.548909090909, 57.6381075268818, 58.0487972027972, 58.0487972027972
4/6/2017, 57.33, 57.72, 57.33, 57.71, 7113, 0.906811506425471, 0.310984684021682, 0.458243429878353, 0, 0, 0.264509951495967, 0.301286221160369, -0.0367762696644018, 57.6385454545454, 57.6976774193549, 58.0855042966983, 58.0855042966983
4/7/2017, 57.62, 58.19, 57.62, 58.11, 14019, 0.904585913509263, 0.338809260632337, 0.790721617523377, 0, 0, 0.295964055112492, 0.300221787950793, -0.00425773283830133, 57.8467272727272, 57.768559139785, 58.1432572431958, 58.1432572431958
4/10/2017, 58.13, 58.35, 58.07, 58.35, 10970, 0.879815133887268, 0.840944855790846, 0.958516162817487, 0, 0, 0.336380072987403, 0.307453444958115, 0.0289266280292876, 58.0127272727271, 57.8785161290323, 58.2114833759591, 58.2114833759591
4/11/2017, 58.35, 58.35, 57.83, 58.2, 12353, 0.882652103250963, 0.960948565598726, 1.26198808644554, 0, 0, 0.352245841145958, 0.316411924195684, 0.0358339169502743, 58.1507272727271, 57.9363870967743, 58.267387163561, 58.267387163561
4/12/2017, 58.2, 58.2, 57.91, 58.19, 14215, 0.863581969217147, 1.16789701768624, 1.35280141315264, 0, 0, 0.359864367866798, 0.325102412929907, 0.0347619549368915, 58.2359999999998, 58.0473763440861, 58.3195774647887, 58.3195774647887
4/13/2017, 58.04, 58.11, 57.66, 57.73, 9785, 0.872843288572813, 0.970578290251427, 1.05352705411463, 0, 0, 0.325037123925966, 0.325089355129119, -5.22312031522865E-05, 58.1569090909089, 58.0788387096775, 58.3434624413145, 58.3434624413145
4/17/2017, 57.73, 58.07, 57.73, 57.91, 18194, 0.855979639040633, 0.841343838747473, 1.08043064517714, 0, 0, 0.308405669283701, 0.321752617960035, -0.0133469486763342, 58.1374545454543, 58.1520645161291, 58.375608828006, 58.375608828006
4/18/2017, 57.75, 58.22, 57.75, 58.22, 19516, 0.849214906423925, 0.739207198013878, 1.20633795243515, 0, 0, 0.316590077535103, 0.320720109875049, -0.00413003233994547, 58.2078181818179, 58.2199139784947, 58.4224990744168, 58.4224990744168
4/19/2017, 58.09, 58.18, 57.8, 57.8, 7437, 0.848948568501745, 0.624548473885751, 1.15282793968955, 0, 0, 0.285890225566433, 0.313754133013326, -0.0278639074468925, 58.0923636363634, 58.2036989247313, 58.4445837837837, 58.4445837837837
4/20/2017, 58.18, 58.54, 58.18, 58.46, 9189, 0.860687066309114, 0.592025710258455, 1.21842477833591, 0, 0, 0.311229199373699, 0.3132491462854, -0.0020199469117016, 58.1389090909088, 58.2416989247313, 58.4997929824561, 58.4997929824561
4/21/2017, 58.64, 58.64, 58.46, 58.5, 11528, 0.832478249600159, 0.380284328459338, 1.07747917049871, 0, 0, 0.330725783417861, 0.316744473711893, 0.0139813097059687, 58.2165454545451, 58.2589247311829, 58.5542036910458, 58.5542036910458
4/24/2017, 59.34, 59.45, 59, 59.21, 8081, 0.861593965909962, 0.823454442469241, 1.2548343144896, 0, 0, 0.398870106718356, 0.333169600313185, 0.0657005064051703, 58.5763636363633, 58.3790322580646, 58.6419980019979, 58.6419980019979
4/25/2017, 59.48, 59.96, 59.48, 59.87, 53093, 0.872126771094912, 1.01189844044652, 1.40429633318793, 0, 0, 0.50036357817352, 0.366608395885252, 0.133755182288268, 59.1521818181814, 58.5992043010753, 58.7587633885102, 58.7587633885102
4/26/2017, 59.67, 59.87, 59.23, 59.71, 18060, 0.884332914020763, 1.6209703453056, 1.2654786051902, 0, 0, 0.561415573436982, 0.405569831395598, 0.155845742041384, 59.5598181818178, 58.764430107527, 58.8621297468354, 58.8621297468354
4/27/2017, 59.62, 59.77, 59.29, 59.6, 12498, 0.881935274855215, 1.3795123960521, 1.15253879159369, 0, 0, 0.59407550621107, 0.443270966358692, 0.150804539852377, 59.8450909090905, 58.9445376344087, 58.955287037037, 58.955287037037
4/28/2017, 59.73, 59.73, 59.29, 59.29, 61259, 0.87932493274249, 1.09748475912648, 0.873774391033927, 0, 0, 0.588164336661301, 0.472249640419214, 0.115914696242086, 59.8543636363633, 59.0995053763442, 59.0290936464919, 59.0290936464919
5/1/2017, 59.31, 59.4, 59.2, 59.36, 25513, 0.851219954501131, 1.15856668710046, 0.980346856560419, 0, 0, 0.582414396567756, 0.494282591648923, 0.0881318049188338, 59.8387272727269, 59.2449247311829, 59.1027945930061, 59.1027945930061
5/2/2017, 59.61, 59.72, 59.46, 59.53, 4552, 0.836586522328704, 1.60455273396645, 1.04896017928137, 0, 0, 0.584833510208796, 0.512392775360897, 0.0724407348478985, 59.8647272727269, 59.4161290322582, 59.1811273666092, 59.1811273666092
5/3/2017, 59.37, 59.44, 59.02, 59.1, 9327, 0.843686901700784, 1.01185745027357, 0.62746650139692, 0, 0, 0.545762063514921, 0.519066632991702, 0.0266954305232191, 59.5867272727269, 59.4633118279571, 59.2357787114845, 59.2357787114845
5/4/2017, 59.08, 59.08, 58.69, 58.94, 5609, 0.83845946888345, 0.939540525768176, 0.675392663917714, 0, 0, 0.49616748774605, 0.514486803942572, -0.0183193161965221, 59.3145454545451, 59.4957634408603, 59.2804678522571, 59.2804678522571
5/5/2017, 59.14, 59.68, 59.09, 59.68, 4390, 0.848657189028, 1.18512299426926, 0.969908701645507, 0, 0, 0.510688347326045, 0.513727112619266, -0.00303876529322111, 59.2798181818178, 59.6191827956991, 59.3568484362469, 59.3568484362469
5/8/2017, 59.6, 59.6, 59.16, 59.16, 7668, 0.857259431864968, 0.840783156637361, 0.979996493144524, 0, 0, 0.474763797454791, 0.505934449586371, -0.03117065213158, 59.1430909090905, 59.6603010752689, 59.4063610240334, 59.4063610240334
5/9/2017, 59.57, 59.57, 59.36, 59.43, 15753, 0.845190889949099, 0.985097934779564, 0.969216024631672, 0, 0, 0.462745830490661, 0.497296725767229, -0.0345508952765682, 59.2343636363633, 59.6951827956991, 59.4656639427987, 59.4656639427987
5/10/2017, 59.71, 59.79, 59.56, 59.62, 7400, 0.830563734656008, 1.10731177975318, 1.16748428057863, 0, 0, 0.463213282806613, 0.490480037175106, -0.0272667543684928, 59.3832727272723, 59.7710967741937, 59.5307340823969, 59.5307340823969
5/11/2017, 59.39, 59.39, 58.87, 59.09, 6068, 0.85957521352482, 0.944626689681298, 0.648980212634341, 0, 0, 0.41602153424725, 0.475588336589535, -0.0595668023422851, 59.3319999999996, 59.7626236559141, 59.5698144078143, 59.5698144078143
5/12/2017, 59.01, 59.01, 58.67, 58.87, 5528, 0.855319932033677, 0.623717224575281, 0.659444258793169, 0, 0, 0.356757098375979, 0.451822088946824, -0.0950649905708444, 59.1705454545451, 59.7275268817206, 59.589387057387, 59.5975776397515
5/15/2017, 59.21, 59.53, 59.21, 59.52, 45471, 0.859123826930132, 0.72695412377294, 0.754933659449599, 0, 0, 0.358111091942632, 0.433079889545986, -0.0749687976033533, 59.2705454545451, 59.7681075268819, 59.6443394383394, 59.6517882187938
5/16/2017, 60, 60.07, 59.83, 60.07, 6026, 0.854474740634882, 0.857012256552585, 1.19967898202197, 0, 0, 0.398965518902926, 0.426257015417374, -0.0272914965144473, 59.5858181818178, 59.865612903226, 59.7186202686202, 59.7269526424159
5/17/2017, 59.61, 59.62, 59.02, 59.09, 12732, 0.914061309636833, 0.413482853108517, 0.922487688997994, 0, 0, 0.348250719297425, 0.410655756193384, -0.0624050368959588, 59.4470909090905, 59.820301075269, 59.745807081807, 59.7580022396416
5/18/2017, 58.14, 58.57, 58.01, 58.43, 78620, 0.970585121463606, 0.122477822752195, 0.794386662337438, 0, 0, 0.251898660127324, 0.378904336980172, -0.127005676852848, 59.0489090909087, 59.6635053763442, 59.7328278388277, 59.7602631578947
5/19/2017, 58.84, 59.65, 58.84, 59.52, 11922, 1.00765665683405, 0.729333378945292, 1.15925089113417, 0, 0, 0.260490082029648, 0.355221485990067, -0.0947314039604195, 59.2030909090905, 59.6644516129034, 59.7715164835164, 59.8068599656357
5/22/2017, 59.56, 60.12, 59.56, 60, 9208, 0.999615633400407, 0.834593979366874, 1.16553789728171, 0, 0, 0.302543303382983, 0.34468584946865, -0.0421425460856676, 59.4278181818178, 59.7412903225808, 59.8304297924297, 59.8709951609509
5/23/2017, 60.3, 60.3, 59.79, 60, 19185, 0.992134851730386, 0.714628044856319, 1.00684160010748, 0, 0, 0.332043196997333, 0.342157318974387, -0.0101141219770541, 59.6607272727268, 59.8219354838711, 59.8896703296702, 59.9325788497216
5/24/2017, 60.15, 60.32, 60.11, 60.25, 15030, 0.965173220724183, 0.994405448250183, 1.16996434531568, 0, 0, 0.371314701145344, 0.347988795408578, 0.023325905736766, 59.9869090909086, 59.9136559139787, 59.9625347985347, 60.0016747474746
5/25/2017, 60.58, 60.75, 60.54, 60.71, 4850, 0.95114647045298, 0.921021545813365, 1.0918390679682, 0, 0, 0.434546623755381, 0.365300361077939, 0.0692462626774419, 60.3316363636359, 60.0498494623658, 60.0384615384614, 60.0862237623761
5/26/2017, 60.77, 60.77, 60.59, 60.67, 7140, 0.919019237022258, 0.88801729604321, 0.943980078007576, 1.66528694950899, 0, 0.475944322395655, 0.387429153341482, 0.088515169054173, 60.5301818181814, 60.1340430107529, 60.1041587301586, 60.1660337798485
5/30/2017, 60.7, 60.77, 60.59, 60.63, 4150, 0.888488409279785, 0.603640495522036, 0.979943020149695, 1.54324249320888, 0, 0.499763666659177, 0.409896056005021, 0.0898676106541561, 60.7467272727268, 60.2061935483873, 60.1644200244199, 60.2413097277745
5/31/2017, 60.67, 60.67, 60.26, 60.37, 57609, 0.881656445948348, 0.229897684790624, 0.818838859090804, 1.49116283454966, 0, 0.49198949288661, 0.426314743381339, 0.0656747495052709, 60.9229090909086, 60.2484731182797, 60.2123614163613, 60.3038256161313
6/1/2017, 60.78, 61.23, 60.77, 61.22, 4068, 0.89618294119253, 0.620722759796922, 1.42004750744849, 1.65772611781464, 0, 0.548098165937887, 0.450671427892649, 0.0974267380452383, 61.1803636363632, 60.3567311827959, 60.3001514041513, 60.3962087912087
6/2/2017, 61.4, 61.65, 61.35, 61.4, 9170, 0.88389419669082, 0.736728822472433, 1.38370430140633, 1.79297680684664, 0, 0.600170793930346, 0.480571301100188, 0.119599492830158, 61.2518181818177, 60.5097634408604, 60.407448107448, 60.4920305480682
6/5/2017, 61.48, 61.48, 61.18, 61.34, 12340, 0.864974706439118, 0.847469246471161, 1.3247456542714, 1.70003466811909, 0, 0.62934255895086, 0.510325552670323, 0.119017006280538, 61.358545454545, 60.6388817204303, 60.5319487179486, 60.5822147769352
6/6/2017, 61.24, 61.24, 61, 61.15, 11016, 0.852079657699538, 0.739238115289148, 1.26953646749021, 1.62081122020621, 0, 0.629869240275191, 0.534234290191296, 0.0956349500838948, 61.3963636363631, 60.7729032258067, 60.6332576312575, 60.6622014537901
